Subscriber Number,Zone,Meter type,Apr.23,Mai.23,Jun.23,Jul.23,Aug.23,Sep.23,Okt.23,Nov.23,Dez.23,Jan.24,Feb.24,Mär.24,Apr.24
716437,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
716438,1135,Polish,30,23,23,24,5,5,5,25,20,5,5,5,15
716439,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
716440,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
716441,1035,Polish,12,12,12,20,15,15,10,13,10,10,10,0,5
716445,1035,Polish,5,2,2,4,15,12,10,10,10,10,30,30,5
716643,1135,Polish,0,0,0,0,0,0,0,20,20,30,30,30,30
716644,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
716645,1135,Polish,0,5,5,5,25,25,25,25,30,5,25,30,30
716646,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,10
716647,1135,Polish,30,0,0,0,0,30,20,20,5,5,5,5,15
716648,1135,Polish,5,30,30,30,30,30,30,20,5,30,25,30,30
716649,1046,Polish,10,0,0,0,0,0,0,0,0,0,15,15,5
716650,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
716651,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,10,10
716652,1135,Polish,5,5,5,15,20,20,30,30,30,30,30,30,30
716653,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
716654,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
716655,1135,Polish,0,25,25,25,30,20,20,20,20,5,5,5,20
716656,1134,Polish,20,10,10,10,10,10,10,10,10,10,10,10,15
716657,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
716658,1035,Polish,15,10,10,10,12,15,10,25,10,10,10,15,5
716659,1034,Polish,5,5,5,5,5,5,5,5,5,8,8,18,3
716660,1135,Polish,20,0,0,0,20,20,20,20,20,20,20,20,30
716661,1035,Polish,20,20,20,20,20,10,10,0,10,10,10,12,5
716662,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
716663,1134,Polish,20,10,10,10,10,10,10,10,10,10,10,10,10
716664,1234,Polish,12,12,12,12,12,12,12,12,12,12,12,12,12
716665,1035,Polish,10,10,10,10,8,10,10,10,10,10,10,10,20
716674,1035,Polish,12,12,12,10,10,10,10,13,10,10,10,10,5
716675,1035,Polish,10,10,10,10,10,10,10,11,10,10,10,10,5
716676,1035,Polish,10,10,10,10,10,10,10,14,10,10,10,10,5
716677,1035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
716678,1035,Polish,10,7,7,8,8,1,10,8,10,10,10,10,5
716679,1035,Polish,20,8,8,26,12,15,10,13,10,10,5,5,2
716680,1035,Polish,10,15,15,15,15,15,10,10,10,10,10,10,20
716681,1035,Polish,12,20,20,10,12,20,10,13,10,10,10,5,5
716682,1035,Polish,12,15,15,12,25,29,10,14,10,10,10,10,5
716683,1035,Polish,2,3,3,1,1,2,10,13,15,10,10,10,5
716684,1135,Polish,30,27,27,6,5,5,5,5,5,5,5,5,10
716685,1135,Polish,5,0,0,0,0,0,0,0,0,0,0,0,0
716686,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
716687,1035,Polish,10,12,12,12,15,15,10,14,10,10,10,10,30
716688,1035,Polish,10,10,10,10,0,0,10,12,10,10,10,10,5
716689,1035,Polish,15,12,12,10,10,15,10,12,10,10,10,10,5
716690,1035,Polish,10,10,10,10,0,0,10,10,10,10,10,10,5
716691,1035,Polish,12,8,8,8,10,0,10,13,10,10,10,10,5
716692,1035,Polish,15,12,12,12,12,15,10,13,10,10,10,10,5
716693,1035,Polish,0,5,5,10,10,10,10,10,10,10,10,10,5
716694,1035,Polish,15,12,12,10,10,10,10,14,5,5,10,10,1
716695,1035,Polish,15,12,12,10,10,10,10,14,10,5,10,10,10
716696,1035,Polish,20,15,15,10,10,10,10,10,10,10,5,10,5
716697,1035,Polish,12,12,12,12,12,12,10,12,10,10,10,10,1
716698,1035,Polish,12,8,8,0,2,5,10,10,10,10,30,30,0
716699,1035,Polish,25,20,20,10,10,27,10,10,10,10,10,10,25
716700,1035,Polish,12,12,12,15,4,5,10,12,10,10,10,10,0
716701,1035,Polish,8,10,10,10,8,10,10,13,10,10,10,10,5
716702,1035,Polish,10,1,1,1,2,4,10,11,10,10,0,1,14
716703,1035,Polish,10,20,20,8,10,10,10,14,10,10,0,1,5
716704,1035,Polish,10,8,8,10,10,10,10,12,15,10,30,30,1
716778,1035,Polish,20,15,15,10,0,0,10,13,10,10,10,10,5
716779,1035,Polish,12,12,12,0,0,15,10,12,5,10,10,10,5
716780,1035,Polish,10,10,10,0,0,0,10,8,10,10,10,10,5
716782,1035,Polish,2,4,4,8,10,12,10,13,10,10,10,10,5
716783,1035,Polish,15,20,20,20,3,12,10,14,10,10,10,0,0
716784,1035,Polish,1,8,8,0,2,4,10,10,10,10,30,30,20
716785,1035,Polish,28,25,25,50,35,24,10,10,10,10,30,30,30
716786,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
716802,1135,Polish,20,10,10,0,30,30,30,25,25,5,5,5,15
716943,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
716944,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
716945,1234,Polish,15,15,15,15,15,30,30,30,30,15,15,15,15
716946,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
716947,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
716948,1035,Polish,25,20,20,25,15,390,10,30,10,10,10,10,4
716949,1134,Polish,10,10,10,10,10,10,10,10,0,0,15,15,15
716950,1035,Polish,14,12,12,12,12,16,10,7,10,10,10,9,5
716951,1135,Polish,0,0,0,0,0,0,0,0,0,0,20,20,20
716952,1134,Polish,20,10,10,10,10,10,10,10,0,0,0,0,0
716954,1035,Polish,3,4,4,0,0,0,10,12,10,0,10,10,5
716955,1035,Polish,9,12,12,12,8,4,10,12,10,10,10,10,0
716956,1035,Polish,10,12,12,10,10,12,10,13,5,10,10,30,5
716958,1035,Polish,10,5,5,10,10,10,10,11,10,10,10,10,20
716959,1035,Polish,1,1,1,1,1,1,10,14,10,10,10,10,5
716963,1135,Polish,0,0,0,0,0,0,30,25,15,5,5,5,15
716964,1035,Polish,10,10,10,10,10,0,10,10,10,10,10,10,5
716965,1035,Polish,0,8,8,10,10,28,10,13,10,10,10,10,5
716966,1035,Polish,0,0,0,0,0,0,10,14,5,10,10,10,5
716968,1035,Polish,20,12,12,12,30,20,10,20,10,10,10,20,13
717101,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717102,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717103,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717104,1034,Polish,10,10,10,10,10,10,10,10,10,10,10,10,1
717105,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717106,1135,Polish,20,30,30,30,30,30,30,30,5,5,30,30,30
717107,1134,Polish,20,10,10,10,10,10,10,10,10,10,10,10,10
717108,1135,Polish,5,5,5,5,7,9,9,8,5,7,5,5,6
717109,1134,Polish,16,10,10,10,10,10,10,10,10,10,0,0,0
717110,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
717112,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717113,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717114,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,25,25
717115,1135,Polish,0,30,30,30,30,30,30,30,30,30,30,30,30
717116,1135,Polish,22,30,30,30,30,30,30,30,30,5,30,25,30
717117,1135,Polish,26,26,26,3,15,15,25,30,20,30,30,30,30
717119,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717121,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717122,1135,Polish,0,30,30,30,30,30,30,30,30,5,25,30,30
717123,1035,Polish,12,12,12,8,10,0,10,12,10,10,10,10,5
717124,1035,Polish,10,10,10,10,10,10,10,14,10,10,10,10,5
717125,1035,Polish,10,15,15,12,10,10,10,0,10,10,0,0,4
717126,1035,Polish,10,12,12,12,15,25,10,20,10,10,10,20,2
717128,1035,Polish,24,15,15,15,15,15,10,10,10,10,10,10,30
717130,1035,Polish,12,10,10,10,10,12,10,11,10,10,10,10,5
717131,1035,Polish,12,12,12,10,12,12,10,13,10,10,10,5,15
717296,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717297,1035,Polish,10,8,8,8,0,0,10,14,10,10,10,10,5
717298,1035,Polish,10,10,10,8,1,5,10,0,10,10,10,15,5
717299,1046,Polish,0,5,5,0,0,10,0,0,0,0,0,0,0
717300,1035,Polish,10,10,10,10,10,15,10,10,10,10,10,10,5
717301,1035,Polish,9,10,10,4,2,0,10,10,10,10,10,10,5
717302,1035,Polish,12,12,12,10,28,10,10,11,10,10,10,5,5
717303,1035,Polish,10,10,10,10,12,12,10,13,10,10,10,10,5
717304,1035,Polish,10,10,10,4,15,0,10,10,10,10,10,10,5
717305,1035,Polish,10,12,12,10,10,10,10,9,10,10,10,10,5
717309,1035,Polish,10,10,10,0,0,0,10,11,10,10,10,10,5
717310,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717311,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717312,1134,Polish,2,10,10,10,9,9,9,9,9,9,9,9,9
717313,1135,Polish,0,0,0,0,0,30,30,30,30,5,5,5,15
717315,1135,Polish,0,0,0,0,0,30,30,30,30,5,25,30,30
717316,1135,Polish,18,23,23,4,19,26,22,23,25,30,30,5,10
717317,1135,Polish,25,26,26,3,18,30,30,27,25,5,5,30,25
717318,1135,Polish,30,30,30,30,5,5,5,5,30,5,5,5,6
717319,1135,Polish,30,30,30,30,30,30,30,30,30,5,25,30,30
717320,1135,Polish,0,0,0,0,0,0,0,0,30,30,30,30,30
717349,1035,Polish,27,20,20,25,20,20,10,14,10,10,30,30,5
717350,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717351,1134,Polish,15,10,10,10,10,10,10,10,0,0,0,0,0
717352,1135,Polish,0,0,0,25,22,23,20,6,9,10,25,20,20
717353,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717354,1035,Polish,15,8,8,8,10,12,10,24,10,10,10,10,5
717357,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
717359,1234,Polish,10,10,10,10,10,10,10,30,30,30,30,16,16
717361,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717362,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717363,1135,Polish,30,30,30,30,30,30,30,30,20,5,30,30,25
717364,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,15
717365,1135,Polish,17,22,22,6,22,23,28,20,20,16,18,20,13
717366,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717367,1135,Polish,20,20,20,20,30,30,30,30,30,5,30,25,25
717368,1135,Polish,0,0,0,0,0,0,0,0,30,5,5,5,10
717369,1135,Polish,30,30,30,20,20,20,20,20,20,20,20,20,28
717370,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
717371,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,15
717372,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717373,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717374,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717375,1035,Polish,1,3,3,2,2,4,10,10,10,10,10,10,5
717376,1035,Polish,10,12,12,12,12,12,10,8,10,10,10,15,5
717377,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717378,1135,Polish,30,30,30,30,30,30,30,30,30,5,5,30,30
717379,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717380,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717381,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717382,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717383,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
717384,1135,Polish,0,0,0,0,30,30,30,30,30,5,5,5,15
717385,1135,Polish,5,5,5,0,12,13,20,20,20,20,20,25,25
717386,1135,Polish,5,17,17,16,5,5,15,0,25,20,20,20,20
717387,1135,Polish,5,5,5,0,5,5,5,30,30,5,5,5,15
717388,1135,Polish,0,0,0,0,0,0,30,30,5,25,30,30,30
717389,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,15
717390,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717391,1234,Polish,5,5,5,5,5,5,5,5,5,5,5,5,5
717392,1134,Polish,15,10,10,10,10,10,10,10,0,0,0,0,0
717393,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717394,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
717395,1135,Polish,30,0,0,0,0,0,0,0,0,30,30,30,30
717396,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717397,1134,Polish,15,10,10,10,30,30,30,30,20,20,20,20,15
717398,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717399,1046,Polish,5,10,10,5,10,10,10,5,5,5,0,1,4
717400,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717503,1135,Polish,5,20,20,20,20,20,30,30,5,5,25,25,20
717506,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717507,1134,Polish,11,10,10,10,10,10,10,10,10,10,10,10,10
717883,1035,Polish,12,12,12,12,10,10,10,13,10,10,10,10,0
717884,1035,Polish,12,10,10,12,10,10,10,11,10,10,10,10,30
717886,1035,Polish,10,10,10,10,8,10,10,0,10,10,0,0,5
717887,1035,Polish,12,12,12,10,10,12,10,13,10,10,10,5,5
717888,1035,Polish,10,10,10,25,15,0,10,10,10,10,10,10,5
717889,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717890,1135,Polish,30,30,30,30,30,30,30,30,30,5,25,30,30
717891,1035,Polish,3,1,1,2,2,0,10,10,10,10,10,10,5
717892,1035,Polish,0,0,0,0,0,0,10,10,10,10,10,10,5
717893,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717894,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717895,1135,Polish,13,10,10,5,10,15,12,12,9,13,10,25,9
717896,1135,Polish,0,0,0,0,0,0,0,15,30,30,30,30,30
717897,1135,Polish,0,20,20,0,0,0,0,0,0,0,0,0,0
717898,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717931,1035,Polish,10,10,10,10,15,15,10,0,10,10,26,25,5
717932,1035,Polish,10,10,10,10,20,15,10,11,10,10,10,10,5
717933,1035,Polish,15,12,12,12,15,20,10,11,10,10,10,10,5
717934,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717935,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717936,1035,Polish,7,8,8,10,8,10,10,8,10,10,10,10,5
717937,1135,Polish,12,20,20,13,22,20,30,21,16,13,15,25,30
717938,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717939,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
717940,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717941,1135,Polish,15,0,0,0,0,0,25,30,30,30,30,30,30
717942,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
717943,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717944,1135,Polish,0,0,0,0,0,0,0,0,0,0,30,30,30
717945,1135,Polish,30,30,30,30,30,30,30,20,30,20,25,25,30
717946,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717947,1135,Polish,5,0,0,0,0,0,30,30,15,15,15,15,20
717948,1035,Polish,0,0,0,0,0,0,10,13,10,10,10,10,5
717949,1135,Polish,0,0,0,0,0,30,30,30,30,5,5,5,10
717950,1035,Polish,10,10,10,10,10,10,10,11,10,10,10,10,5
717951,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717952,1135,Polish,0,0,0,0,0,20,20,20,20,20,20,20,20
717953,1035,Polish,12,12,12,15,15,15,10,30,10,10,10,12,5
717954,1135,Polish,0,30,30,30,30,20,20,20,20,5,5,5,15
717955,1135,Polish,30,30,30,30,30,30,30,20,5,5,10,15,15
717956,1135,Polish,30,30,30,30,30,30,30,30,30,5,5,5,15
717957,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
717958,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
717959,1135,Polish,20,30,30,30,40,30,30,30,30,5,5,5,15
717960,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
717961,1135,Polish,30,30,30,0,30,30,30,30,30,30,30,30,30
717962,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
717963,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718048,1035,Polish,10,15,15,15,15,15,10,29,10,10,10,15,5
718049,1035,Polish,10,10,10,5,5,0,10,14,10,10,10,10,5
718050,1135,Polish,15,16,16,13,15,15,15,15,15,5,5,5,15
718051,1135,Polish,5,5,5,5,25,25,20,20,5,5,5,5,15
718052,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718053,1135,Polish,30,30,30,30,300,0,0,0,0,0,0,0,0
718054,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718055,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718056,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718057,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718058,1135,Polish,0,0,0,0,0,0,0,0,0,20,20,20,20
718059,1135,Polish,3,2,2,4,5,8,9,12,12,9,9,6,7
718060,1135,Polish,5,5,5,0,0,0,0,0,0,0,0,0,0
718061,1135,Polish,15,15,15,15,14,6,30,25,25,5,21,19,20
718062,1135,Polish,15,15,15,6,9,10,25,17,7,3,3,4,6
718538,1135,Polish,0,30,30,30,30,30,20,20,20,5,5,5,15
718783,1134,Polish,9,10,10,10,10,10,10,10,0,0,0,0,0
718784,1134,Polish,5,10,10,10,10,10,10,0,0,0,0,0,0
718785,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718786,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718787,1035,Polish,10,10,10,12,12,15,10,11,10,10,10,15,5
718788,1234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718789,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718790,1035,Polish,0,0,0,0,0,0,10,15,10,10,10,10,5
718791,1135,Polish,30,30,30,30,30,30,30,0,30,5,25,25,25
718792,1135,Polish,0,0,0,0,0,0,0,0,0,0,25,20,20
718793,1135,Polish,15,0,0,0,0,0,0,0,0,20,20,30,30
718794,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718795,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718796,1134,Polish,7,10,10,10,10,10,10,10,0,0,0,0,0
718797,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
718798,1135,Polish,0,20,20,20,0,0,0,0,0,0,0,0,0
718799,1135,Polish,5,5,5,5,6,9,10,6,7,3,4,5,6
718800,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
718801,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718802,1134,Polish,6,10,10,10,10,10,10,10,10,10,10,10,10
718803,1135,Polish,15,5,5,6,14,15,15,9,18,16,7,5,10
718804,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718805,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718806,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718807,1135,Polish,0,0,0,30,30,30,30,30,30,5,5,5,10
718808,1135,Polish,5,5,5,0,0,0,10,10,5,5,5,5,10
718809,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718810,1135,Polish,30,30,30,30,30,30,30,30,30,5,5,5,10
718811,1134,Polish,5,10,10,10,10,10,10,0,0,0,0,0,0
718812,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718813,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718814,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718815,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718816,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718817,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718818,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718819,1035,Polish,8,10,10,10,10,5,10,10,10,10,10,10,5
718820,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718821,1134,Polish,5,10,10,10,10,10,10,0,0,0,0,0,0
718822,1135,Polish,30,30,30,0,0,0,30,30,30,5,25,30,30
718823,1134,Polish,10,10,10,10,10,10,10,10,5,5,5,5,5
718824,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
718825,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718826,1135,Polish,15,20,20,20,20,20,20,30,30,5,5,5,15
718827,1135,Polish,30,30,30,30,30,30,30,0,0,0,0,0,0
718828,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718829,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718832,1135,Polish,15,15,15,20,30,30,30,30,30,30,30,20,30
718833,1134,Polish,6,10,10,10,10,10,10,10,10,10,10,10,10
718834,1135,Polish,5,5,5,0,5,5,5,5,25,25,25,30,30
718835,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718836,1135,Polish,0,30,30,30,30,30,30,20,20,5,5,5,10
718837,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
718838,1135,Polish,0,0,0,0,0,0,0,20,7,23,5,25,10
718839,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718840,1234,Polish,10,10,10,10,10,30,30,30,30,30,30,30,20
718841,1135,Polish,0,0,0,0,0,0,30,30,30,5,25,30,30
718842,1135,Polish,10,5,5,15,20,20,20,20,15,20,20,20,20
718843,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718844,1035,Polish,20,15,15,12,12,10,10,13,10,10,10,10,5
718845,1035,Polish,12,10,10,10,10,0,10,12,10,10,10,10,5
718846,1135,Polish,0,0,0,0,0,0,5,5,5,5,5,5,10
718847,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718848,1034,Polish,10,10,10,10,10,10,10,10,10,10,10,10,5
718849,1035,Polish,15,5,5,8,5,5,10,10,10,10,10,10,5
718850,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718851,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718852,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718853,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718854,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718855,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718856,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,10
718857,1135,Polish,25,0,0,0,0,0,0,0,0,0,0,0,0
718858,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718859,1135,Polish,0,0,0,0,30,30,30,30,30,5,5,5,15
718860,1135,Polish,0,30,30,30,30,30,30,30,30,5,5,5,10
718861,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
718862,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718863,1134,Polish,15,10,10,10,10,10,10,10,0,0,0,0,0
718864,1134,Polish,5,10,10,10,10,10,10,10,0,0,0,0,0
718865,1035,Polish,10,10,10,10,5,5,10,10,10,10,10,10,5
718866,1034,Polish,10,10,10,10,10,10,10,10,10,10,5,5,2
718867,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718868,1135,Polish,30,30,30,0,0,0,0,0,0,0,0,0,0
718869,1135,Polish,5,5,5,5,12,18,20,11,4,7,3,5,25
718870,1135,Polish,5,5,5,5,5,5,5,5,6,12,11,17,14
718871,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718872,1135,Polish,20,0,0,0,30,0,30,30,5,5,5,5,10
718873,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718874,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718875,1135,Polish,15,15,15,5,5,5,5,5,21,19,5,5,15
718876,1035,Polish,15,12,12,12,12,12,10,10,10,10,10,10,20
718877,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
718878,1134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
718879,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,15
718880,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718881,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718882,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718883,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718884,1035,Polish,15,12,12,12,20,0,10,14,10,10,10,10,5
718885,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718886,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718887,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718897,1035,Polish,10,10,10,10,10,10,10,11,10,10,10,10,5
718898,1134,Polish,7,10,10,10,10,10,10,10,0,0,0,0,0
718899,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
718900,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718901,1035,Polish,10,12,12,10,10,12,10,14,10,10,10,10,5
718902,1035,Polish,20,10,10,2,6,30,10,30,10,10,11,11,5
718903,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718904,1135,Polish,17,20,20,20,30,30,30,30,22,18,13,17,15
718905,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718906,1135,Polish,0,30,30,30,30,20,20,20,20,5,5,5,15
718907,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
718908,1135,Polish,5,5,5,5,5,5,30,30,25,5,5,5,10
718909,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718910,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718911,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,20
718912,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718913,1035,Polish,10,8,8,8,4,5,10,10,10,10,10,10,5
718914,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718915,1135,Polish,5,15,15,0,20,20,18,10,6,8,5,8,10
718916,1135,Polish,8,10,10,6,20,19,15,13,17,5,5,5,10
718917,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718918,1135,Polish,0,0,0,0,0,0,0,0,0,0,12,15,15
718919,1135,Polish,15,20,20,15,30,30,30,30,30,21,14,15,15
718920,1135,Polish,5,5,5,8,13,14,15,8,11,8,9,11,8
718921,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718922,1135,Polish,0,0,0,0,0,0,30,30,30,5,5,5,15
718923,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718924,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
718925,1134,Polish,10,10,10,10,10,10,10,10,0,0,0,0,0
718926,1135,Polish,5,15,15,20,30,20,20,20,15,25,22,17,11
718948,1135,Polish,7,11,11,8,6,9,20,15,5,5,5,5,6
718957,1135,Polish,14,15,15,0,0,0,20,20,20,20,20,20,20
